% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=1234, Fri Sep  5 15:52:33 2025
1 8 2.4543980422891183 1.0000375007031337 1.0 1.0 1.0000125000781253 1.0000250003125026 1.0000375007031337
2 16 2.4103434265213086 1.0710395795148644 0.8547743208985192 0.8547743208985192 0.9131602507046936 1.0036538098010912 1.0710395795148644
3 24 2.393716692009631 1.1195365865461262 0.7708240213283195 0.7708240213283195 0.9200849829229523 0.9732823530272607 1.1195365865461262
4 32 2.017529965348797 1.1585984909344165 0.737603325572961 0.737603325572961 0.8741645355548978 0.9614522545785472 1.1585984909344165
5 40 2.087990726037055 1.1853220389081929 0.6764620419102393 0.6764620419102393 0.8296566484272216 0.9174295911972791 1.1853220389081929
6 48 2.003718748404778 1.23150370356368 0.6371506993397456 0.6371506993397456 0.8102447208453638 0.906808735842993 1.23150370356368
7 56 1.791502634330466 1.2713512145001191 0.5564439317341446 0.5564439317341446 0.8121444807757661 0.8835260575382766 1.2713512145001191
8 64 1.867211807468013 1.3119243109999366 0.47269748842356385 0.47269748842356385 0.7945935235499813 0.892996123459163 1.3119243109999366
9 72 1.641715700577635 1.282934674431467 0.4254318735816491 0.4254318735816491 0.8370532719303864 0.9239544765917385 1.282934674431467
10 80 1.3714083324997082 1.275441535402936 0.3627867655589187 0.3627867655589187 0.821053330827201 0.9288254439167918 1.275441535402936
11 88 1.1424912111643102 1.238158071333772 0.3446170183224547 0.3446170183224547 0.727692623899539 0.9241330859324003 1.238158071333772
12 96 1.280257088978842 1.16409023850305 0.2992066838406237 0.2992066838406237 0.7020535130969692 0.9212653613033145 1.16409023850305
13 104 1.3578624044655503 1.1173098178730954 0.26824296415143284 0.26824296415143284 0.7719198954181113 0.9800211498485119 1.1173098178730954
14 112 1.3001322048978239 1.1105260774124865 0.2524956822980577 0.2524956822980577 0.7400533749850146 1.0518633788221323 1.1105260774124865
15 120 1.195467438071098 1.1783066824108146 0.23003484409177935 0.23003484409177935 0.716808992380639 0.9980913034179958 1.1783066824108146
16 128 1.248901432341009 1.1705357674421533 0.21062994055323098 0.21062994055323098 0.699228859148401 0.9260200022725813 1.1705357674421533
17 136 1.3512333313128704 1.1889755435195564 0.19065472746978077 0.19065472746978077 0.7090529870978911 0.9568081150678124 1.1889755435195564
18 144 1.4585580708904844 1.1949678484059407 0.16864827041440936 0.16864827041440936 0.6954007894553286 1.0033481084490996 1.1949678484059407
19 152 1.1864512871541535 1.18734862178503 0.13936626082100456 0.13936626082100456 0.7257251592047981 1.0600390214130502 1.18734862178503
20 160 1.004954861793076 1.1549141144916764 0.12765163371399782 0.12765163371399782 0.6677750944725657 1.0472578063931912 1.1549141144916764
21 168 0.9724892148154881 1.1455080165895302 0.11736209504297607 0.11736209504297607 0.6582215674965812 0.943405742138053 1.1455080165895302
